timestamp,V_shunt,experiment_start
2026-03-24T16:36:09.443604,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.447540,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.451734,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.455923,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.459253,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.463166,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.467199,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.474349,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.478165,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.482051,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.486320,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.492863,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.496836,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.501194,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.504455,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.508436,6.51594000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.515634,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.519143,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.523047,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.529789,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.533786,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.537591,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.541837,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.546088,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.549370,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.553306,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.557232,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.562402,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.565837,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.569670,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.574320,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.578338,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.582341,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.593041,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.601526,6.51521000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.609022,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.612359,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.616838,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.621161,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.624463,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.628321,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.632284,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.636996,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.641887,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.649091,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.652903,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.656769,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.661080,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.664402,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.668403,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.672409,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.676722,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.681265,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.686731,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.694260,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.698269,6.51866000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.709329,6.52030000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.712596,6.52030000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.716783,6.52030000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.721081,6.52030000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.724520,6.52030000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.728465,6.52030000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.733033,6.52030000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.736744,6.52030000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.743222,6.52030000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.746734,6.52030000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.751191,6.52030000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.754329,6.52030000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.759135,6.52030000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.766670,6.52030000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.770919,6.52030000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.774133,6.52030000E-02,2026-03-24T16:36:06.296566
