Protocol,Experiment,Run,Unique_Samples_N,Samples_N_eff,Vshunt_Mean_V,Vshunt_Median_V,Vshunt_Std_V,Vshunt_Max_V,Vshunt_Min_V,Vshunt_Combined_Uncert_V,Current_Mean_mA,Current_Median_mA,Current_Std_mA,Current_Max_mA,Current_Min_mA,Power_Mean_mW,Power_Std_mW,Power_Rel_Uncert_pct
lora,chunk,LoRa_exp_run28.csv,968,644.115521,0.0900484485,0.0877152500,0.0363238634,0.1431470000,0.0367756000,0.0014312611,79.3688233572,77.3123888952,32.0151269371,126.1688249894,32.4151999216,398.4615726895,160.7280704138,1.5945303639
lora,chunk,LoRa_exp_run29.csv,967,652.768438,0.0902039765,0.0878526000,0.0364058234,0.1429940000,0.0367524000,0.0014249515,79.5059026926,77.4334464389,32.0873648059,126.0339738486,32.3947519055,399.1497629043,161.0907318919,1.5848269773
lora,chunk,LoRa_exp_run30.csv,967,644.530605,0.0900996697,0.0892688000,0.0363147253,0.1429970000,0.0367627000,0.0014304402,79.4139687425,78.6816568020,32.0070727507,126.0366179886,32.4038301196,398.6882196331,160.6876353459,1.5927216542
lora,byte,LoRa_1B_run01.csv,3655,151.176730,0.1027097351,0.1049740000,0.0119472028,0.1054410000,0.0369785000,0.0009717328,90.5282282746,92.5239060571,10.5300256615,92.9355105195,32.5940319247,454.4860145998,52.8647195216,0.9546765544
lora,byte,LoRa_1B_run018.csv,3653,164.548319,0.1029787861,0.1051330000,0.0117508438,0.1055830000,0.0370820000,0.0009161117,90.7653643901,92.6640454779,10.3569587830,93.0606664802,32.6852547552,455.6765277706,51.9958582020,0.8987344342
lora,byte,LoRa_1B_run02.csv,3659,166.916890,0.1028331634,0.1050440000,0.0118987126,0.1055000000,0.0370348000,0.0009210339,90.6370155126,92.5856026575,10.4872873394,92.9875119398,32.6436536189,455.0321677632,52.6501569474,0.9047195248
lora,byte,LoRa_1B_run03.csv,3656,144.526798,0.1028015187,0.1050140000,0.0118246425,0.1054320000,0.0370106000,0.0009836405,90.6091244377,92.5591612573,10.4220034627,92.9275780994,32.6223242228,454.8921439969,52.3224071452,0.9653191784
lora,byte,LoRa_1B_run04.csv,3657,146.028588,0.1027829232,0.1050230000,0.0119465173,0.1054550000,0.0370060000,0.0009886549,90.5927347900,92.5670936774,10.5294214560,92.9478498395,32.6182698748,454.8098617541,52.8616861812,0.9703265068
lora,byte,LoRa_1B_run05.csv,3657,152.850517,0.1028734265,0.1050850000,0.0118472657,0.1056000000,0.0370721000,0.0009583154,90.6725025967,92.6217392377,10.4419430824,93.0756499403,32.6765290931,455.2103263744,52.4225115929,0.9402619523
lora,byte,LoRa_1B_run06.csv,3652,176.904251,0.1028805299,0.1050410000,0.0117868903,0.1054760000,0.0370203000,0.0008862535,90.6787633470,92.5829585175,10.3887294232,92.9663588196,32.6308736089,455.2417577135,52.1553588565,0.8708581792
lora,byte,LoRa_1B_run07.csv,3656,168.929744,0.1027997697,0.1050385000,0.0119457014,0.1054740000,0.0370242000,0.0009191459,90.6075829870,92.5807550674,10.5287023640,92.9645960596,32.6343109909,454.8844053302,52.8580760668,0.9031894900
lora,byte,LoRa_1B_run08.csv,3657,147.296214,0.1028682966,0.1050950000,0.0119032049,0.1055400000,0.0370819000,0.0009808235,90.6679811679,92.6305530377,10.4912468145,93.0227671400,32.6851666172,455.1876270882,52.6700350133,0.9619893362
lora,byte,LoRa_1B_run09.csv,3650,145.319799,0.1029017691,0.1050880000,0.0117652282,0.1055170000,0.0370665000,0.0009760250,90.6974831966,92.6243833777,10.3696368539,93.0024953999,32.6715933651,455.3357384530,52.0595069228,0.9570604537
lora,byte,LoRa_1B_run10.csv,3657,159.426697,0.1028817926,0.1050750000,0.0118037312,0.1055160000,0.0370502000,0.0009348971,90.6798762551,92.6129254376,10.4035726947,93.0016140198,32.6572268710,455.2473449339,52.2298777048,0.9176416950
lora,byte,LoRa_1B_run11.csv,3658,146.817337,0.1028605185,0.1050970000,0.0119128384,0.1055440000,0.0370918000,0.0009832166,90.6611257044,92.6323157977,10.4997375929,93.0262926600,32.6938922792,455.1532100636,52.7126619387,0.9643667244
lora,byte,LoRa_1B_run12.csv,3658,176.083872,0.1028984920,0.1051205000,0.0119423892,0.1055490000,0.0370951000,0.0009000330,90.6945947969,92.6530282279,10.5257830957,93.0306995600,32.6968008332,455.3212375923,52.8434202337,0.8839575713
lora,byte,LoRa_1B_run13.csv,3655,174.419060,0.1028819978,0.1050750000,0.0118473235,0.1055270000,0.0370501000,0.0008971198,90.6800571333,92.6129254376,10.4419940695,93.0113091999,32.6571387330,455.2482530113,52.4227675673,0.8812946596
lora,byte,LoRa_1B_run14.csv,3657,166.190374,0.1028711509,0.1050680000,0.0118699119,0.1054720000,0.0370508000,0.0009208107,90.6704968727,92.6067557776,10.4619030204,92.9628332996,32.6577556990,455.2002568799,52.5227180459,0.9041773670
lora,byte,LoRa_1B_run15.csv,3653,151.892220,0.1028378355,0.1050610000,0.0118936951,0.1054890000,0.0370533000,0.0009651004,90.6411334079,92.6005861176,10.4828650298,92.9778167597,32.6599591490,455.0528411585,52.6279552775,0.9471181301
lora,byte,LoRa_1B_run16.csv,3542,149.147974,0.1009071984,0.1034400000,0.0120069059,0.1053100000,0.0366182000,0.0009832057,88.9395084094,91.1718691294,10.5826467879,92.8200497388,32.2764707088,446.5100387788,53.1288975188,0.9826983368
lora,byte,LoRa_1B_run17.csv,3635,173.300911,0.1026275180,0.1049160000,0.0117996053,0.1054980000,0.0369355000,0.0008963842,90.4557637329,92.4727860168,10.3999361630,92.9857491798,32.5561325844,454.1222151377,52.2116209373,0.8827247056
lora,byte,LoRa_1B_run19.csv,3655,148.636265,0.1029654399,0.1051220000,0.0117023773,0.1055930000,0.0370730000,0.0009599210,90.7536013619,92.6543502979,10.3142413654,93.0694802802,32.6773223351,455.6174729106,51.7814005765,0.9409820220
lora,byte,LoRa_1B_run20.csv,3652,154.835429,0.1029238237,0.1050970000,0.0117786194,0.1055120000,0.0370588000,0.0009466374,90.7169216951,92.6323157977,10.3814396649,92.9980884998,32.6648067391,455.4333270826,52.1187615071,0.9285707587
lora,byte,LoRa_1B_run21.csv,3653,168.865342,0.1029359984,0.1051000000,0.0117911482,0.1055500000,0.0370514000,0.0009074285,90.7276522316,92.6349599378,10.3924822189,93.0315809400,32.6582845270,455.4871984424,52.1741993130,0.8907516364
lora,byte,LoRa_1B_run22.csv,3656,157.842185,0.1028997349,0.1050755000,0.0117727814,0.1055120000,0.0370156000,0.0009371141,90.6956902983,92.6133661276,10.3762941364,92.9980884998,32.6267311228,455.3267374242,52.0929290040,0.9196182603
lora,byte,LoRa_1B_run23.csv,3651,159.241627,0.1029493089,0.1051280000,0.0117968857,0.1055840000,0.0370707000,0.0009348978,90.7393838067,92.6596385779,10.3975391521,93.0615478602,32.6752951611,455.5460953954,52.1995870344,0.9170522177
lora,byte,LoRa_1B_run24.csv,3646,157.112561,0.1025846100,0.1048295000,0.0117371298,0.1052920000,0.0368914000,0.0009364429,90.4179454482,92.3965466464,10.3448715236,92.8041848987,32.5172637262,453.9323530162,51.9351755791,0.9217406598
lora,byte,LoRa_1B_run25.csv,3652,163.306606,0.1027544673,0.1049040000,0.0117476457,0.1053430000,0.0369163000,0.0009193371,90.5676543197,92.4622094568,10.3541400652,92.8491352790,32.5392100883,454.6839482884,51.9817071708,0.9037639228
lora,byte,LoRa_1B_run26.csv,3656,162.476808,0.1027774885,0.1049420000,0.0117347527,0.1054020000,0.0369330000,0.0009206700,90.5879447026,92.4957018970,10.3427763540,92.9011366993,32.5539291344,454.7858137000,51.9246570336,0.9048493973
lora,byte,LoRa_1B_run27.csv,3652,159.138818,0.1027664189,0.1049200000,0.0117254653,0.1053060000,0.0369323000,0.0009295383,90.5781882588,92.4763115368,10.3345906585,92.8165242188,32.5533121684,454.7368326549,51.8835617400,0.9134885101
lora,byte,LoRa_1B_run28.csv,3652,166.843985,0.1027856414,0.1049190000,0.0116964267,0.1053210000,0.0369379000,0.0009055753,90.5951305691,92.4754301568,10.3089966071,92.8297449189,32.5582478964,454.8218894732,51.7550699024,0.8902434803
lora,byte,LoRa_1B_run29.csv,3654,170.599036,0.1027774720,0.1049485000,0.0118216436,0.1053530000,0.0369481000,0.0009051410,90.5879302244,92.5014308670,10.4193602705,92.8579490790,32.5672379725,454.7857410142,52.3091373188,0.8898946137
lora,byte,LoRa_1B_run30.csv,3653,160.049508,0.1028113580,0.1049610000,0.0117332998,0.1053900000,0.0369595000,0.0009275096,90.6177965983,92.5124481171,10.3414958378,92.8905601392,32.5772857046,454.9356815298,51.9182283573,0.9111433080
lora,all,LoRa_run01.csv,90,99.338475,0.0397791100,0.0367032500,0.0137994582,0.1329970000,0.0366194000,0.0013845449,35.0624335806,32.3514320783,12.1625665209,117.2228179383,32.2775283648,176.0267046414,61.0606933412,3.4827399359
lora,all,LoRa_run02.csv,88,96.622861,0.0394972966,0.0367004000,0.0130625009,0.1413710000,0.0365484000,0.0013288943,34.8140488766,32.3489201453,11.5130270754,124.6034941004,32.2149503845,174.7797192942,57.7997591604,3.3667626697
lora,all,LoRa_run03.csv,92,93.348716,0.0388445120,0.0366937000,0.0098039525,0.1210820000,0.0366662000,0.0010147380,34.2386975523,32.3430148992,8.6410077355,106.7211751782,32.3187769491,171.8912375976,43.3811336273,2.6152878035
lora,all,LoRa_run04.csv,90,73.344379,0.0388075789,0.0366998000,0.0082095640,0.0917728000,0.0366715000,0.0009586154,34.2061454850,32.3483913173,7.2357455760,80.8886323346,32.3234482631,171.7278138829,36.3261850165,2.4733438476
lora,all,LoRa_run05.csv,91,97.667105,0.0395419692,0.0367012000,0.0126845031,0.1196470000,0.0366367000,0.0012835230,34.8534224482,32.3496252493,11.1798674009,105.4563948710,32.2927762389,174.9773895452,56.1271713324,3.2483147819
lora,all,LoRa_run06.csv,89,98.151866,0.0395374831,0.0366892000,0.0131692230,0.1412380000,0.0365450000,0.0013292753,34.8494685028,32.3390486892,11.6070898592,124.4862705598,32.2119536925,174.9575392411,58.2719899834,3.3643085919
lora,all,LoRa_run07.csv,90,85.211955,0.0387775789,0.0366949000,0.0088613572,0.1111190000,0.0366738000,0.0009599700,34.1797040848,32.3440725552,7.8102230155,97.9399861881,32.3254754371,171.5950680333,39.2102794799,2.4787406066
lora,all,LoRa_run08.csv,88,75.825346,0.0389396091,0.0366916500,0.0089535983,0.0981906000,0.0366718000,0.0010282462,34.3225142651,32.3412080702,7.8915224767,86.5451529310,32.3237126771,172.3120292609,39.6184335859,2.6435636465
lora,all,LoRa_run09.csv,92,101.103742,0.0396224185,0.0366925500,0.0132634668,0.1287660000,0.0366206000,0.0013190995,34.9243288063,32.3420013122,11.6901544530,113.4936991369,32.2785860209,175.3333663355,58.6890057240,3.3314460006
lora,all,LoRa_run10.csv,91,99.788856,0.0394037934,0.0366994000,0.0127515184,0.1405460000,0.0365372000,0.0012765131,34.7316370396,32.3480387652,11.2389333747,123.8763555963,32.2050789284,174.3659806394,56.4237049059,3.2419120917
lora,all,LoRa_run11.csv,92,81.110873,0.0386366957,0.0366981500,0.0081102212,0.1039170000,0.0366836000,0.0009005376,34.0555324169,32.3469370402,7.1481868002,91.5922873918,32.3341129612,170.9716792015,35.8866067785,2.3341562105
lora,all,LoRa_run12.csv,91,82.347222,0.0389947143,0.0367036000,0.0095200924,0.1037050000,0.0366814000,0.0010491151,34.3710828820,32.3517405613,8.3908191180,91.4054348307,32.3321739252,172.5558621243,42.1250919506,2.6932895769
lora,all,LoRa_run13.csv,90,97.451214,0.0396532200,0.0367027000,0.0127643959,0.1203160000,0.0366491000,0.0012930370,34.9514766517,32.3509473193,11.2502832884,106.0460380944,32.3037053510,175.4696588079,56.4806857742,3.2631889880
lora,all,LoRa_run14.csv,92,101.285769,0.0394968054,0.0366977000,0.0130637990,0.1421210000,0.0365487000,0.0012980742,34.8136159814,32.3465404192,11.5141712090,125.2645291042,32.2152147985,174.7775459963,57.8055031444,3.2888345530
lora,all,LoRa_run15.csv,92,80.874892,0.0386490120,0.0366918000,0.0081093554,0.1037390000,0.0366726000,0.0009017542,34.0663877613,32.3413402772,7.1474237382,91.4354017509,32.3244177811,171.0261771443,35.8827759182,2.3365574309
lora,all,LoRa_run16.csv,89,81.227011,0.0391274494,0.0366966000,0.0099897196,0.1060150000,0.0366762000,0.0011084315,34.4880729913,32.3455709012,8.8047391207,93.4414226424,32.3275907491,173.1431968106,44.2031272326,2.8356006073
lora,all,LoRa_run17.csv,89,98.543838,0.0397373843,0.0367010000,0.0136060987,0.1320560000,0.0366194000,0.0013706378,35.0256573561,32.3494489733,11.9921433297,116.3934393535,32.2775283648,175.8420740573,60.2051043341,3.4514200261
lora,all,LoRa_run18.csv,90,98.384085,0.0392879389,0.0367029000,0.0120625128,0.1360860000,0.0365306000,0.0012161305,34.6295251842,32.3511235953,10.6316575932,119.9454007738,32.1992618204,173.8533404267,53.3749503356,3.0978975800
lora,all,LoRa_run19.csv,91,56.293791,0.0389287945,0.0366950000,0.0080058006,0.0924992000,0.0366722000,0.0010670401,34.3129825057,32.3441606932,7.0561525884,81.5288667703,32.3240652291,172.2641762166,35.4245601559,2.7438319246
lora,all,LoRa_run20.csv,91,89.132477,0.0392179978,0.0367032000,0.0107841687,0.1114100000,0.0366821000,0.0011422842,34.5678805088,32.3513880093,9.5049506436,98.1964677695,32.3327908912,173.5438607942,47.7184544460,2.9152961258
lora,all,LoRa_run21.csv,91,100.792255,0.0397461044,0.0366991000,0.0137653856,0.1392090000,0.0365848000,0.0013711300,35.0333431008,32.3477743512,12.1325356209,122.6979505295,32.2470326167,175.8806594082,60.9099268419,3.4519012347
lora,all,LoRa_run22.csv,91,96.603104,0.0390792549,0.0367043000,0.0108555487,0.1291010000,0.0366783000,0.0011044907,34.4455953287,32.3523575273,9.5678635677,113.7889614386,32.3294416471,172.9299428459,48.0343011679,2.8290170716
lora,all,LoRa_run23.csv,90,67.230654,0.0385966756,0.0367061000,0.0071585949,0.0787155000,0.0366803000,0.0008730787,34.0202595040,32.3539440113,6.3094423802,69.3801891949,32.3312044072,170.7945958106,31.6757919204,2.2655396358
lora,all,LoRa_run24.csv,92,95.836725,0.0393915870,0.0367078500,0.0118850510,0.1154800000,0.0366659000,0.0012140594,34.7208785185,32.3554864263,10.4752462775,101.7836843900,32.3185125351,174.3119687866,52.5897062535,3.0845075637
lora,all,LoRa_run25.csv,90,99.509136,0.0397189389,0.0366973500,0.0137908348,0.1414420000,0.0365778000,0.0013824927,35.0093999663,32.3462319362,12.1549660029,124.6660720808,32.2408629566,175.7604557993,61.0225358603,3.4828455064
lora,all,LoRa_run26.csv,91,99.661435,0.0393100901,0.0367061000,0.0121363365,0.1367920000,0.0365349000,0.0012157069,34.6490488275,32.3539440113,10.6967243282,120.5676550574,32.2030517544,173.9513565150,53.7016100046,3.0950782615
lora,all,LoRa_run27.csv,91,81.636302,0.0386507330,0.0367061000,0.0084700088,0.1089980000,0.0366802000,0.0009374546,34.0679046256,32.3539440113,7.4652964415,96.0705791974,32.3311162692,171.0337923778,37.4786173570,2.4286820618
lora,all,LoRa_run28.csv,89,83.403489,0.0391956449,0.0366982000,0.0104030697,0.1086830000,0.0366756000,0.0011391342,34.5481791464,32.3469811092,9.1690575840,95.7929444958,32.3270619211,173.4449524883,46.0321439888,2.9089271163
lora,all,LoRa_run29.csv,91,100.653704,0.0397218846,0.0366951000,0.0137509560,0.1391500000,0.0365924000,0.0013706351,35.0119962708,32.3442488312,12.1198176839,122.6459491092,32.2537311047,175.7734902315,60.8460779781,3.4527579549
lora,all,LoRa_run30.csv,92,97.968082,0.0389896652,0.0366969000,0.0107272552,0.1281020000,0.0366780000,0.0010838080,34.3666327341,32.3458353152,9.4547882474,112.9084628136,32.3291772331,172.5335206955,47.4666202063,2.7825152198
