Protocol,Experiment,Run,Phase,Samples_N,Samples_N_eff,Elapsed_ms,Vshunt_Mean_V,Current_Mean_mA,Power_Mean_mW
BLE,all,ble_nrf52_full_payload_run04.csv,tx_65536,46,1.22,8889.000,0.010537619,9.289568211,46.637153006
BLE,all,ble_nrf52_full_payload_run05.csv,baseline,39,6.04,7407.000,0.007334465,6.466372546,32.463640827
BLE,all,ble_nrf52_full_payload_run05.csv,tx_1,5,6.38,769.000,0.011337900,9.994919768,50.178285138
BLE,all,ble_nrf52_full_payload_run05.csv,idle,6,7.64,999.000,0.010404590,9.172318995,46.048517508
BLE,all,ble_nrf52_full_payload_run05.csv,tx_1+idle,11,9.73,1770.000,0.010828822,9.546228437,47.925684613
BLE,all,ble_nrf52_full_payload_run05.csv,tx_2,4,1.00,524.000,0.011395450,10.045643187,50.432935926
BLE,all,ble_nrf52_full_payload_run05.csv,idle,6,6.45,997.000,0.010417012,9.183267204,46.103481665
BLE,all,ble_nrf52_full_payload_run05.csv,tx_2+idle,10,6.94,1524.000,0.010808387,9.528217597,47.835263369
BLE,all,ble_nrf52_full_payload_run05.csv,tx_4,3,27021597764222972.00,527.000,0.011310267,9.970564300,50.056011461
BLE,all,ble_nrf52_full_payload_run05.csv,idle,6,10.62,999.000,0.010421740,9.187434662,46.124403885
BLE,all,ble_nrf52_full_payload_run05.csv,tx_4+idle,9,12.97,1529.000,0.010717916,9.448477875,47.434939744
BLE,all,ble_nrf52_full_payload_run05.csv,tx_8,3,1.00,557.000,0.011329700,9.987692451,50.142001272
BLE,all,ble_nrf52_full_payload_run05.csv,idle,6,9.13,998.000,0.010393578,9.162613532,45.999792407
BLE,all,ble_nrf52_full_payload_run05.csv,tx_8+idle,9,10.66,1557.000,0.010705619,9.437639839,47.380528695
BLE,all,ble_nrf52_full_payload_run05.csv,tx_16,4,2.44,523.000,0.011380825,10.032753004,50.368222324
BLE,all,ble_nrf52_full_payload_run05.csv,idle,6,4.73,996.000,0.010417027,9.183280424,46.103548038
BLE,all,ble_nrf52_full_payload_run05.csv,tx_16+idle,10,4.99,1526.000,0.010802546,9.523069456,47.809417752
BLE,all,ble_nrf52_full_payload_run05.csv,tx_32,4,4.58,555.000,0.011427125,10.073560898,50.573093419
BLE,all,ble_nrf52_full_payload_run05.csv,idle,5,10.89,998.000,0.010281012,9.063399817,45.501701955
BLE,all,ble_nrf52_full_payload_run05.csv,tx_32+idle,9,11.31,1556.000,0.010790396,9.512360298,47.755653717
BLE,all,ble_nrf52_full_payload_run05.csv,tx_64,4,8.96,527.000,0.011319450,9.978658306,50.096646440
BLE,all,ble_nrf52_full_payload_run05.csv,idle,6,10.46,992.000,0.010408123,9.175433204,46.064152019
BLE,all,ble_nrf52_full_payload_run05.csv,tx_64+idle,10,13.59,1521.000,0.010772654,9.496723245,47.677149788
BLE,all,ble_nrf52_full_payload_run05.csv,tx_128,4,138.56,550.000,0.011350525,10.006047190,50.234149016
BLE,all,ble_nrf52_full_payload_run05.csv,idle,6,6.28,999.000,0.010421325,9.187068889,46.122567568
BLE,all,ble_nrf52_full_payload_run05.csv,tx_128+idle,10,7.15,1552.000,0.010793005,9.514660210,47.767200147
BLE,all,ble_nrf52_full_payload_run05.csv,tx_256,4,1.61,555.000,0.011408200,10.056880782,50.489352912
BLE,all,ble_nrf52_full_payload_run05.csv,idle,6,6.85,999.000,0.010481357,9.239979600,46.388199388
BLE,all,ble_nrf52_full_payload_run05.csv,tx_256+idle,10,7.26,1557.000,0.010852094,9.566740073,48.028660797
BLE,all,ble_nrf52_full_payload_run05.csv,tx_512,4,3.45,559.000,0.011428225,10.074530416,50.577960767
BLE,all,ble_nrf52_full_payload_run05.csv,idle,6,9.18,998.000,0.010446032,9.208844851,46.231891150
BLE,all,ble_nrf52_full_payload_run05.csv,tx_512+idle,10,10.09,1559.000,0.010838909,9.555119077,47.970318997
BLE,all,ble_nrf52_full_payload_run05.csv,tx_1024,4,1.00,672.000,0.011445275,10.089557946,50.653404658
BLE,all,ble_nrf52_full_payload_run05.csv,idle,6,7.41,998.000,0.010412380,9.179184945,46.082987180
BLE,all,ble_nrf52_full_payload_run05.csv,tx_1024+idle,10,7.78,1673.000,0.010825538,9.543334145,47.911154171
BLE,all,ble_nrf52_full_payload_run05.csv,tx_2048,5,77.40,707.000,0.011206680,9.879265083,49.597654792
BLE,all,ble_nrf52_full_payload_run05.csv,idle,5,5.79,1000.000,0.010093880,8.898465414,44.673668744
BLE,all,ble_nrf52_full_payload_run05.csv,tx_2048+idle,10,7.75,1713.000,0.010650280,9.388865248,47.135661768
BLE,all,ble_nrf52_full_payload_run05.csv,tx_4096,7,14.74,1031.000,0.010953879,9.656450959,48.479043444
BLE,all,ble_nrf52_full_payload_run05.csv,idle,6,2.11,994.000,0.009885708,8.714987069,43.752537919
BLE,all,ble_nrf52_full_payload_run05.csv,tx_4096+idle,13,4.33,2032.000,0.010460877,9.221929164,46.297579356
BLE,all,ble_nrf52_full_payload_run05.csv,tx_8192,7,11.53,1373.000,0.011032266,9.725539819,48.825895707
BLE,all,ble_nrf52_full_payload_run05.csv,idle,7,2.15,997.000,0.009553254,8.421968719,42.281474752
BLE,all,ble_nrf52_full_payload_run05.csv,tx_8192+idle,14,3.82,2373.000,0.010292760,9.073754269,45.553685229
BLE,all,ble_nrf52_full_payload_run05.csv,tx_16384,13,1.00,2388.000,0.010674161,9.409913281,47.241330868
BLE,all,ble_nrf52_full_payload_run05.csv,idle,5,2.83,997.000,0.009659864,8.515932389,42.753207988
BLE,all,ble_nrf52_full_payload_run05.csv,tx_16384+idle,18,3.74,3387.000,0.010392412,9.161585256,45.994630068
BLE,all,ble_nrf52_full_payload_run05.csv,tx_32768,25,1.61,4700.000,0.010514072,9.268814593,46.532961982
BLE,all,ble_nrf52_full_payload_run05.csv,idle,6,1.00,1000.000,0.009726405,8.574580296,43.047642708
BLE,all,ble_nrf52_full_payload_run05.csv,tx_32768+idle,31,2.15,5701.000,0.010361621,9.134446665,45.858384058
BLE,all,ble_nrf52_full_payload_run05.csv,tx_65536,46,1.91,8979.000,0.010523442,9.277072350,46.574419049
BLE,all,ble_nrf52_full_payload_run06.csv,baseline,39,6.06,7401.000,0.007330144,6.462563628,32.444518617
BLE,all,ble_nrf52_full_payload_run06.csv,tx_1,5,2.81,768.000,0.011337180,9.994285174,50.175099237
BLE,all,ble_nrf52_full_payload_run06.csv,idle,6,6.73,996.000,0.010393210,9.162288891,45.998162583
BLE,all,ble_nrf52_full_payload_run06.csv,tx_1+idle,11,8.32,1767.000,0.010822287,9.540469019,47.896770153
BLE,all,ble_nrf52_full_payload_run06.csv,tx_2,4,16.74,528.000,0.011408550,10.057189265,50.490901614
BLE,all,ble_nrf52_full_payload_run06.csv,idle,6,7.60,998.000,0.010440972,9.204385069,46.209501350
BLE,all,ble_nrf52_full_payload_run06.csv,tx_2+idle,10,8.19,1528.000,0.010828003,9.545506747,47.922061455
BLE,all,ble_nrf52_full_payload_run06.csv,tx_4,3,1.00,528.000,0.011317000,9.976498925,50.085805529
BLE,all,ble_nrf52_full_payload_run06.csv,idle,6,10.85,997.000,0.010435558,9.199613865,46.185548099
BLE,all,ble_nrf52_full_payload_run06.csv,tx_4+idle,9,13.31,1528.000,0.010729372,9.458575552,47.485633909
BLE,all,ble_nrf52_full_payload_run06.csv,tx_8,4,8.44,556.000,0.011335950,9.993201077,50.169656658
BLE,all,ble_nrf52_full_payload_run06.csv,idle,6,9.17,999.000,0.010413965,9.180581933,46.090000586
BLE,all,ble_nrf52_full_payload_run06.csv,tx_8+idle,10,11.50,1557.000,0.010782759,9.505629590,47.721863015
BLE,all,ble_nrf52_full_payload_run06.csv,tx_16,4,1.00,553.000,0.011368475,10.021867961,50.313575283
BLE,all,ble_nrf52_full_payload_run06.csv,idle,6,4.66,996.000,0.010409617,9.176749399,46.070759813
BLE,all,ble_nrf52_full_payload_run06.csv,tx_16+idle,10,4.96,1556.000,0.010793160,9.514796824,47.767886001
BLE,all,ble_nrf52_full_payload_run06.csv,tx_32,4,81.35,526.000,0.011398475,10.048309361,50.446321132
BLE,all,ble_nrf52_full_payload_run06.csv,idle,6,10.26,1001.000,0.010433918,9.198168402,46.178291326
BLE,all,ble_nrf52_full_payload_run06.csv,tx_32+idle,10,12.08,1531.000,0.010819741,9.538224785,47.885503248
BLE,all,ble_nrf52_full_payload_run06.csv,tx_64,4,1.22,553.000,0.011376800,10.029205450,50.350412256
BLE,all,ble_nrf52_full_payload_run06.csv,idle,5,10.81,999.000,0.010249166,9.035331389,45.360787811
BLE,all,ble_nrf52_full_payload_run06.csv,tx_64+idle,9,12.44,1557.000,0.010750337,9.477053194,47.578398675
BLE,all,ble_nrf52_full_payload_run06.csv,tx_128,4,2.21,521.000,0.011341050,9.997696115,50.192223452
BLE,all,ble_nrf52_full_payload_run06.csv,idle,6,6.26,998.000,0.010418223,9.184335142,46.108843122
BLE,all,ble_nrf52_full_payload_run06.csv,tx_128+idle,10,7.21,1521.000,0.010787354,9.509679531,47.742195254
BLE,all,ble_nrf52_full_payload_run06.csv,tx_256,4,1.44,560.000,0.011361550,10.015764405,50.282933116
BLE,all,ble_nrf52_full_payload_run06.csv,idle,6,6.22,998.000,0.010455315,9.217026996,46.272968616
BLE,all,ble_nrf52_full_payload_run06.csv,tx_256+idle,10,6.85,1561.000,0.010817809,9.536521959,47.876954416
BLE,all,ble_nrf52_full_payload_run06.csv,tx_512,3,1.00,552.000,0.011321467,9.980435756,50.105569911
BLE,all,ble_nrf52_full_payload_run06.csv,idle,6,9.88,996.000,0.010478177,9.237176812,46.374128328
BLE,all,ble_nrf52_full_payload_run06.csv,tx_512+idle,9,11.10,1558.000,0.010759273,9.484929793,47.617942189
BLE,all,ble_nrf52_full_payload_run06.csv,tx_1024,4,1.00,640.000,0.011392375,10.042932943,50.419329476
BLE,all,ble_nrf52_full_payload_run06.csv,idle,6,7.54,1000.000,0.010473190,9.232781663,46.352063018
BLE,all,ble_nrf52_full_payload_run06.csv,tx_1024+idle,10,8.30,1644.000,0.010840864,9.556842175,47.978969601
BLE,all,ble_nrf52_full_payload_run06.csv,tx_2048,4,1.00,711.000,0.011489650,10.128669183,50.849757894
BLE,all,ble_nrf52_full_payload_run06.csv,idle,6,7.77,1000.000,0.010362773,9.135462621,45.863484543
BLE,all,ble_nrf52_full_payload_run06.csv,tx_2048+idle,10,8.75,1712.000,0.010813524,9.532745246,47.857993883
BLE,all,ble_nrf52_full_payload_run06.csv,tx_4096,6,1.15,1032.000,0.011515517,10.151467546,50.964214315
BLE,all,ble_nrf52_full_payload_run06.csv,idle,7,4.39,999.000,0.009952087,8.773492025,44.046254968
BLE,all,ble_nrf52_full_payload_run06.csv,tx_4096+idle,13,5.27,2034.000,0.010673670,9.409480727,47.239159282
BLE,all,ble_nrf52_full_payload_run06.csv,tx_8192,7,19.24,1393.000,0.011170364,9.847257139,49.436962780
BLE,all,ble_nrf52_full_payload_run06.csv,idle,7,2.50,991.000,0.009638576,8.497169320,42.659010269
BLE,all,ble_nrf52_full_payload_run06.csv,tx_8192+idle,14,4.06,2396.000,0.010404470,9.172213229,46.047986525
BLE,all,ble_nrf52_full_payload_run06.csv,tx_16384,12,1.21,2417.000,0.010911684,9.619261654,48.292339041
BLE,all,ble_nrf52_full_payload_run06.csv,idle,7,3.03,990.000,0.009735871,8.582923817,43.089530345
BLE,all,ble_nrf52_full_payload_run06.csv,tx_16384+idle,19,4.22,3417.000,0.010478490,9.237452977,46.375514784
BLE,all,ble_nrf52_full_payload_run06.csv,tx_32768,24,1.16,4755.000,0.010438993,9.202641405,46.200747499
BLE,all,ble_nrf52_full_payload_run06.csv,idle,6,3.34,1000.000,0.009424183,8.308208162,41.710353644
BLE,all,ble_nrf52_full_payload_run06.csv,tx_32768+idle,30,3.73,5758.000,0.010236031,9.023754757,45.302668728
BLE,all,ble_nrf52_full_payload_run06.csv,tx_65536,47,1.14,9043.000,0.010445097,9.208021261,46.227756415
BLE,all,ble_nrf52_full_payload_run07.csv,baseline,39,5.75,7378.000,0.007301230,6.437079769,32.316579982
BLE,all,ble_nrf52_full_payload_run07.csv,tx_1,5,1.50,764.000,0.011392200,10.042778702,50.418555126
BLE,all,ble_nrf52_full_payload_run07.csv,idle,6,7.61,999.000,0.010433080,9.197429511,46.174581817
BLE,all,ble_nrf52_full_payload_run07.csv,tx_1+idle,11,8.83,1768.000,0.010869044,9.581679143,48.103660593
BLE,all,ble_nrf52_full_payload_run07.csv,tx_2,3,1.00,528.000,0.011316867,9.976381408,50.085215548
BLE,all,ble_nrf52_full_payload_run07.csv,idle,7,11.82,1000.000,0.010581081,9.327875011,46.829467663
BLE,all,ble_nrf52_full_payload_run07.csv,tx_2+idle,10,14.75,1530.000,0.010801817,9.522426930,47.806192028
BLE,all,ble_nrf52_full_payload_run07.csv,tx_4,3,54043195528445952.00,525.000,0.011350700,10.006201432,50.234923367
BLE,all,ble_nrf52_full_payload_run07.csv,idle,6,8.45,999.000,0.010402672,9.170628214,46.040029149
BLE,all,ble_nrf52_full_payload_run07.csv,tx_4+idle,9,9.63,1527.000,0.010718681,9.449152620,47.438327221
BLE,all,ble_nrf52_full_payload_run07.csv,tx_8,4,1069.82,557.000,0.011377825,10.030108864,50.354947739
BLE,all,ble_nrf52_full_payload_run07.csv,idle,6,5.29,992.000,0.010420145,9.186028861,46.117346231
BLE,all,ble_nrf52_full_payload_run07.csv,tx_8+idle,10,5.65,1554.000,0.010803217,9.523660862,47.812386834
BLE,all,ble_nrf52_full_payload_run07.csv,tx_16,4,2.01,525.000,0.011422950,10.069881137,50.554619621
BLE,all,ble_nrf52_full_payload_run07.csv,idle,5,11.13,993.000,0.010263630,9.048079670,45.424789009
BLE,all,ble_nrf52_full_payload_run07.csv,tx_16+idle,9,11.95,1526.000,0.010778883,9.502213655,47.704713726
BLE,all,ble_nrf52_full_payload_run07.csv,tx_32,4,9.01,555.000,0.011323125,9.981897378,50.112907807
BLE,all,ble_nrf52_full_payload_run07.csv,idle,6,10.16,998.000,0.010428243,9.193166570,46.153180236
BLE,all,ble_nrf52_full_payload_run07.csv,tx_32+idle,10,13.13,1558.000,0.010786196,9.508658893,47.737071264
BLE,all,ble_nrf52_full_payload_run07.csv,tx_64,4,22.14,527.000,0.011374100,10.026825724,50.338465130
BLE,all,ble_nrf52_full_payload_run07.csv,idle,6,5.01,998.000,0.010416382,9.182711934,46.100694002
BLE,all,ble_nrf52_full_payload_run07.csv,tx_64+idle,10,5.38,1527.000,0.010799469,9.520357450,47.795802453
BLE,all,ble_nrf52_full_payload_run07.csv,tx_128,4,35.70,554.000,0.011429300,10.075477900,50.582717493
BLE,all,ble_nrf52_full_payload_run07.csv,idle,6,9.35,998.000,0.010480650,9.239356758,46.385072485
BLE,all,ble_nrf52_full_payload_run07.csv,tx_128+idle,10,10.33,1555.000,0.010860110,9.573805215,48.064130488
BLE,all,ble_nrf52_full_payload_run07.csv,tx_256,4,1.00,554.000,0.011427575,10.073957519,50.575084607
BLE,all,ble_nrf52_full_payload_run07.csv,idle,5,11.53,994.000,0.010310192,9.089118485,45.630819418
BLE,all,ble_nrf52_full_payload_run07.csv,tx_256+idle,9,12.68,1551.000,0.010806807,9.526824723,47.828270613
BLE,all,ble_nrf52_full_payload_run07.csv,tx_512,3,1.00,554.000,0.011375533,10.028089035,50.344807431
BLE,all,ble_nrf52_full_payload_run07.csv,idle,6,9.66,1001.000,0.010402410,9.170397587,46.038871310
BLE,all,ble_nrf52_full_payload_run07.csv,tx_512+idle,9,11.30,1558.000,0.010726784,9.456294736,47.474183350
BLE,all,ble_nrf52_full_payload_run07.csv,tx_1024,5,3.14,643.000,0.011346880,10.002834560,50.218020395
BLE,all,ble_nrf52_full_payload_run07.csv,idle,5,10.30,999.000,0.010271364,9.054896262,45.459010890
BLE,all,ble_nrf52_full_payload_run07.csv,tx_1024+idle,10,12.98,1644.000,0.010809122,9.528865411,47.838515642
BLE,all,ble_nrf52_full_payload_run07.csv,tx_2048,5,1.00,772.000,0.011464700,10.106678752,50.739357595
BLE,all,ble_nrf52_full_payload_run07.csv,idle,6,5.16,997.000,0.009901698,8.729080335,43.823291457
BLE,all,ble_nrf52_full_payload_run07.csv,tx_2048+idle,11,5.75,1772.000,0.010612154,9.355261434,46.966957883
BLE,all,ble_nrf52_full_payload_run07.csv,tx_4096,6,11.44,940.000,0.011302333,9.963572019,50.020907558
BLE,all,ble_nrf52_full_payload_run07.csv,idle,6,3.24,1000.000,0.010020758,8.834017439,44.350115485
BLE,all,ble_nrf52_full_payload_run07.csv,tx_4096+idle,12,4.21,1943.000,0.010661546,9.398794729,47.185511522
BLE,all,ble_nrf52_full_payload_run07.csv,tx_8192,8,1.59,1422.000,0.011070256,9.759023918,48.993998572
BLE,all,ble_nrf52_full_payload_run07.csv,idle,6,2.84,998.000,0.009503823,8.378401266,42.062749626
BLE,all,ble_nrf52_full_payload_run07.csv,tx_8192+idle,14,4.02,2423.000,0.010398928,9.167328496,46.023463309
BLE,all,ble_nrf52_full_payload_run07.csv,tx_16384,13,1.43,2386.000,0.010799420,9.520314262,47.795585635
BLE,all,ble_nrf52_full_payload_run07.csv,idle,6,3.11,1001.000,0.009470285,8.348841249,41.914347141
BLE,all,ble_nrf52_full_payload_run07.csv,tx_16384+idle,19,3.92,3395.000,0.010379693,9.150375416,45.938352426
BLE,all,ble_nrf52_full_payload_run07.csv,tx_32768,25,2.15,4725.000,0.010424961,9.190273411,46.138655480
BLE,all,ble_nrf52_full_payload_run07.csv,idle,6,1.00,998.000,0.009732402,8.579865638,43.074177128
BLE,all,ble_nrf52_full_payload_run07.csv,tx_32768+idle,31,3.05,5726.000,0.010290917,9.072129971,45.545530638
BLE,all,ble_nrf52_full_payload_run07.csv,tx_65536,45,2.46,8896.000,0.010582583,9.329198760,46.836113383
BLE,all,ble_nrf52_full_payload_run08.csv,baseline,39,4.25,7404.000,0.007433445,6.553611087,32.901611364
BLE,all,ble_nrf52_full_payload_run08.csv,tx_1,4,134.27,740.000,0.011327825,9.986039864,50.133704657
BLE,all,ble_nrf52_full_payload_run08.csv,idle,5,11.52,994.000,0.010265138,9.049408791,45.431461701
BLE,all,ble_nrf52_full_payload_run08.csv,tx_1+idle,9,13.43,1743.000,0.010737443,9.465689268,47.521347459
BLE,all,ble_nrf52_full_payload_run08.csv,tx_2,4,9.38,558.000,0.011341900,9.998445288,50.195984584
BLE,all,ble_nrf52_full_payload_run08.csv,idle,6,7.78,998.000,0.010437343,9.201187128,46.193446477
BLE,all,ble_nrf52_full_payload_run08.csv,tx_2+idle,10,9.31,1558.000,0.010799166,9.520090392,47.794461720
BLE,all,ble_nrf52_full_payload_run08.csv,tx_4,4,38.01,523.000,0.011392100,10.042690564,50.418112639
BLE,all,ble_nrf52_full_payload_run08.csv,idle,6,6.58,996.000,0.010436202,9.200180886,46.188394760
BLE,all,ble_nrf52_full_payload_run08.csv,tx_4+idle,10,7.14,1522.000,0.010818561,9.537184757,47.880281912
BLE,all,ble_nrf52_full_payload_run08.csv,tx_8,3,1.00,556.000,0.011321133,9.980141963,50.104094957
BLE,all,ble_nrf52_full_payload_run08.csv,idle,7,11.43,998.000,0.010571509,9.319437686,46.787109094
BLE,all,ble_nrf52_full_payload_run08.csv,tx_8+idle,10,14.18,1557.000,0.010796396,9.517648969,47.782204853
BLE,all,ble_nrf52_full_payload_run08.csv,tx_16,3,1.00,528.000,0.011342467,9.998944736,50.198492006
BLE,all,ble_nrf52_full_payload_run08.csv,idle,6,9.15,996.000,0.010414797,9.181314947,46.093680596
BLE,all,ble_nrf52_full_payload_run08.csv,tx_16+idle,9,10.67,1528.000,0.010724020,9.453858210,47.461951066
BLE,all,ble_nrf52_full_payload_run08.csv,tx_32,4,13.46,555.000,0.011386350,10.037622629,50.392669685
BLE,all,ble_nrf52_full_payload_run08.csv,idle,6,4.89,1001.000,0.010430653,9.195290696,46.163844152
BLE,all,ble_nrf52_full_payload_run08.csv,tx_32+idle,10,5.13,1558.000,0.010812932,9.532223469,47.855374365
BLE,all,ble_nrf52_full_payload_run08.csv,tx_64,4,1.48,522.000,0.011428325,10.074618554,50.578403253
BLE,all,ble_nrf52_full_payload_run08.csv,idle,5,10.82,992.000,0.010278692,9.061355015,45.491436276
BLE,all,ble_nrf52_full_payload_run08.csv,tx_64+idle,9,11.23,1521.000,0.010789640,9.511694366,47.752310488
BLE,all,ble_nrf52_full_payload_run08.csv,tx_128,4,7.30,547.000,0.011328075,9.986260209,50.134810872
BLE,all,ble_nrf52_full_payload_run08.csv,idle,6,10.66,998.000,0.010442260,9.205520580,46.215202047
BLE,all,ble_nrf52_full_payload_run08.csv,tx_128+idle,10,13.96,1548.000,0.010796586,9.517816431,47.783045577
BLE,all,ble_nrf52_full_payload_run08.csv,tx_256,4,4.09,583.000,0.011394100,10.044453324,50.426962363
BLE,all,ble_nrf52_full_payload_run08.csv,idle,6,7.35,990.000,0.010464953,9.225522030,46.315616907
BLE,all,ble_nrf52_full_payload_run08.csv,tx_256+idle,10,8.45,1577.000,0.010836612,9.553094548,47.960155089
BLE,all,ble_nrf52_full_payload_run08.csv,tx_512,3,1.00,532.000,0.011458367,10.101096679,50.711333472
BLE,all,ble_nrf52_full_payload_run08.csv,idle,6,5.00,1000.000,0.010332562,9.108834662,45.729802098
BLE,all,ble_nrf52_full_payload_run08.csv,tx_512+idle,9,4.88,1535.000,0.010707830,9.439588668,47.390312556
BLE,all,ble_nrf52_full_payload_run08.csv,tx_1024,4,1.00,612.000,0.011425950,10.072525277,50.567894206
BLE,all,ble_nrf52_full_payload_run08.csv,idle,6,5.40,999.000,0.010572582,9.320383491,46.791857392
BLE,all,ble_nrf52_full_payload_run08.csv,tx_1024+idle,10,5.63,1613.000,0.010913929,9.621240205,48.302272118
BLE,all,ble_nrf52_full_payload_run08.csv,tx_2048,5,2.03,794.000,0.011478800,10.119106210,50.801748145
BLE,all,ble_nrf52_full_payload_run08.csv,idle,6,5.50,1000.000,0.010215112,9.005316581,45.210102097
BLE,all,ble_nrf52_full_payload_run08.csv,tx_2048+idle,11,5.91,1797.000,0.010789515,9.511584594,47.751759391
BLE,all,ble_nrf52_full_payload_run08.csv,tx_4096,6,42.53,947.000,0.010864390,9.577577521,48.083068896
BLE,all,ble_nrf52_full_payload_run08.csv,idle,6,1.05,999.000,0.009720592,8.569456541,43.021919512
BLE,all,ble_nrf52_full_payload_run08.csv,tx_4096+idle,12,3.05,1949.000,0.010292491,9.073517031,45.552494204
BLE,all,ble_nrf52_full_payload_run08.csv,tx_8192,7,12.77,1359.000,0.011210989,9.883062572,49.616719624
BLE,all,ble_nrf52_full_payload_run08.csv,idle,7,2.65,999.000,0.009779076,8.621003211,43.280703332
BLE,all,ble_nrf52_full_payload_run08.csv,tx_8192+idle,14,4.06,2368.000,0.010495032,9.252032891,46.448711478
BLE,all,ble_nrf52_full_payload_run08.csv,tx_16384,15,1.00,2865.000,0.009962416,8.782595673,44.091958731
BLE,all,ble_nrf52_full_payload_run08.csv,idle,6,1.46,998.000,0.009772203,8.614946032,43.250293997
BLE,all,ble_nrf52_full_payload_run08.csv,tx_16384+idle,21,1.94,3865.000,0.009908070,8.734695775,43.851483093
BLE,all,ble_nrf52_full_payload_run08.csv,tx_32768,25,1.02,4851.000,0.010393090,9.162183125,45.997631599
BLE,all,ble_nrf52_full_payload_run08.csv,idle,6,2.88,997.000,0.009570425,8.437102643,42.357452787
BLE,all,ble_nrf52_full_payload_run08.csv,tx_32768+idle,31,2.87,5850.000,0.010233865,9.021844967,45.293080861
BLE,all,ble_nrf52_full_payload_run08.csv,tx_65536,47,1.96,9253.000,0.010421578,9.187291954,46.123687434
BLE,all,ble_nrf52_full_payload_run09.csv,baseline,39,4.00,7415.000,0.007340432,6.471631221,32.490041366
BLE,all,ble_nrf52_full_payload_run09.csv,tx_1,5,7.99,756.000,0.011399980,10.049635838,50.452980549
BLE,all,ble_nrf52_full_payload_run09.csv,idle,5,11.21,987.000,0.010272708,9.056080837,45.464957904
BLE,all,ble_nrf52_full_payload_run09.csv,tx_1+idle,10,13.04,1749.000,0.010836344,9.552858338,47.958969226
BLE,all,ble_nrf52_full_payload_run09.csv,tx_2,3,1.00,525.000,0.011338000,9.995007906,50.178727624
