Protocol,Experiment,Run,Phase,Samples_N,Samples_N_eff,Elapsed_ms,Vshunt_Mean_V,Current_Mean_mA,Power_Mean_mW
wifi,all,esp32_full_payload_run08_attempt01.csv,idle,6,12.09,1000.000,0.094872033,83.620234626,419.805268470
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_64+idle,11,8.94,1737.000,0.095989500,84.605147402,424.749903872
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_128,2,2.00,326.000,0.097589450,86.015311341,431.829461274
wifi,all,esp32_full_payload_run08_attempt01.csv,idle,6,2.47,994.000,0.097171800,85.647202982,429.981417805
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_128+idle,8,4.26,1329.000,0.097276213,85.739230072,430.443428672
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_256,4,1.00,528.000,0.097230900,85.699292540,430.242927128
wifi,all,esp32_full_payload_run08_attempt01.csv,idle,6,1.00,1001.000,0.097216150,85.686292185,430.177660419
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_256+idle,10,3.13,1536.000,0.097222050,85.691492327,430.203767103
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_512,5,4.69,726.000,0.097808600,86.208465769,432.799169705
wifi,all,esp32_full_payload_run08_attempt01.csv,idle,6,1.00,1002.000,0.095576717,84.241328425,422.923394729
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_512+idle,11,7.13,1745.000,0.096591209,85.135481763,427.412383355
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_1024,4,2.96,617.000,0.099454050,87.658732498,440.080058313
wifi,all,esp32_full_payload_run08_attempt01.csv,idle,6,1.00,1002.000,0.096116833,84.717376456,425.313336256
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_1024+idle,10,4.16,1622.000,0.097451720,85.893918873,431.220025079
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_2048,4,1.16,634.000,0.100378550,88.473568313,444.170842911
wifi,all,esp32_full_payload_run08_attempt01.csv,idle,6,1.00,1001.000,0.097380767,85.831382024,430.906066395
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_2048+idle,10,2.42,1638.000,0.098579880,86.888256539,436.211977001
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_4096,6,1.15,1051.000,0.100578750,88.650020590,445.056700214
wifi,all,esp32_full_payload_run08_attempt01.csv,idle,6,1.00,999.000,0.097190600,85.663772926,430.064605204
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_4096+idle,12,2.40,2056.000,0.098884675,87.156896758,437.560652709
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_8192,10,2.70,1653.000,0.101536410,89.494082966,449.294213225
wifi,all,esp32_full_payload_run08_attempt01.csv,idle,5,10.10,995.000,0.095478020,84.154339157,422.486675633
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_8192+idle,15,2.70,2652.000,0.099516947,87.714168363,440.358367361
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_16384,12,1.00,2188.000,0.104375117,91.996062262,461.855097500
wifi,all,esp32_full_payload_run08_attempt01.csv,idle,7,1.00,1003.000,0.098685171,86.981058299,436.677877006
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_16384+idle,19,1.47,3197.000,0.102278821,90.148429223,452.579279423
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_32768,21,1.54,4407.000,0.105295967,92.807681039,465.929731353
wifi,all,esp32_full_payload_run08_attempt01.csv,idle,7,1.00,1001.000,0.098452086,86.775621211,435.646504967
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_32768+idle,28,1.70,5414.000,0.103584996,91.299666082,458.358924757
wifi,all,esp32_full_payload_run08_attempt01.csv,tx_65536,42,24.72,8281.000,0.106077079,93.496137454,469.386043468
wifi,all,esp32_full_payload_run09_attempt02.csv,baseline,27,31.95,5050.000,0.094591344,83.372841051,418.563258969
wifi,all,esp32_full_payload_run09_attempt02.csv,idle,11,6.99,2004.000,0.096188427,84.780477923,425.630129533
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_2,3,27021597764222972.00,282.000,0.097770567,86.174943950,432.630877467
wifi,all,esp32_full_payload_run09_attempt02.csv,idle,7,1.00,1003.000,0.096658786,85.195042448,427.711400564
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_2+idle,10,3.12,1370.000,0.096992320,85.489012899,429.187243635
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_4,3,1.00,503.000,0.098487467,86.806805275,435.803060786
wifi,all,esp32_full_payload_run09_attempt02.csv,idle,6,1.00,1003.000,0.096697350,85.229032238,427.882042193
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_4+idle,9,4.11,1554.000,0.097294056,85.754956584,430.522381724
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_8,3,1.00,385.000,0.095777967,84.418706151,423.813898137
wifi,all,esp32_full_payload_run09_attempt02.csv,idle,6,5.29,999.000,0.097119067,85.600724876,429.748080100
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_8+idle,9,7.49,1389.000,0.096672033,85.206718635,427.770019446
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_16,4,160.56,564.000,0.096738775,85.265543405,428.065342087
wifi,all,esp32_full_payload_run09_attempt02.csv,idle,6,1.38,999.000,0.097452117,85.894268487,431.221780274
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_16+idle,10,3.32,1565.000,0.097166780,85.642778454,429.959204999
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_32,4,16.90,561.000,0.097443375,85.886563757,431.183099608
wifi,all,esp32_full_payload_run09_attempt02.csv,idle,6,1.00,1001.000,0.097429367,85.874217092,431.121114671
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_32+idle,10,3.32,1565.000,0.097434970,85.879155758,431.145908646
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_64,3,1.00,532.000,0.095171167,83.883884764,421.128892085
wifi,all,esp32_full_payload_run09_attempt02.csv,idle,7,5.90,1001.000,0.096726271,85.254523007,428.010015513
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_64+idle,10,7.73,1536.000,0.096259740,84.843331534,425.945678485
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_128,3,1.00,594.000,0.096988167,85.485352234,429.168865710
wifi,all,esp32_full_payload_run09_attempt02.csv,idle,7,1.00,1002.000,0.096947957,85.449912363,428.990944130
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_128+idle,10,2.81,1599.000,0.096960020,85.460544324,429.044320604
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_256,3,1.00,463.000,0.098311933,86.652093705,435.026350071
wifi,all,esp32_full_payload_run09_attempt02.csv,idle,6,1.35,999.000,0.098324117,86.662831851,435.080259635
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_256+idle,9,3.41,1464.000,0.098320056,86.659252469,435.062289781
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_512,4,1.00,630.000,0.097549525,85.980122244,431.652798673
wifi,all,esp32_full_payload_run09_attempt02.csv,idle,6,1.00,1003.000,0.097534650,85.967011717,431.586978855
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_512+idle,10,3.15,1636.000,0.097540600,85.972255928,431.613306782
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_1024,4,1.00,653.000,0.097680075,86.095186404,432.230464361
wifi,all,esp32_full_payload_run09_attempt02.csv,idle,6,1.00,1003.000,0.097723700,86.133636607,432.423498951
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_1024+idle,10,2.90,1658.000,0.097706250,86.118256526,432.346285115
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_2048,5,1.29,739.000,0.099326840,87.546612148,439.517171662
wifi,all,esp32_full_payload_run09_attempt02.csv,idle,6,1.29,1002.000,0.098464683,86.786724501,435.702247688
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_2048+idle,11,2.74,1744.000,0.098856573,87.132127977,437.436304040
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_4096,7,1.44,1111.000,0.100949800,88.977056641,446.698545131
wifi,all,esp32_full_payload_run09_attempt02.csv,idle,5,1.55,997.000,0.098223160,86.573850664,434.633540352
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_4096+idle,12,2.82,2110.000,0.099813700,87.975720817,441.671459807
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_8192,9,1.10,1522.000,0.103113156,90.883794971,456.271094171
wifi,all,esp32_full_payload_run09_attempt02.csv,idle,6,4.72,1004.000,0.104470500,92.080131225,462.277155554
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_8192+idle,15,9.47,2528.000,0.103656093,91.362329473,458.673518724
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_16384,14,6.21,2642.000,0.106068000,93.488135783,469.345872045
wifi,all,esp32_full_payload_run09_attempt02.csv,idle,6,1.97,994.000,0.107434400,94.692453422,475.392003008
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_16384+idle,20,6.38,3639.000,0.106477920,93.849431074,471.159711334
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_32768,24,1.46,4669.000,0.108828725,95.921383597,481.561698233
wifi,all,esp32_full_payload_run09_attempt02.csv,idle,6,1.00,1001.000,0.104592150,92.187351102,462.815439974
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_32768+idle,30,4.29,5672.000,0.107981410,95.174577098,477.812446581
wifi,all,esp32_full_payload_run09_attempt02.csv,tx_65536,45,2.82,8979.000,0.109630876,96.628383058,485.111103466
wifi,all,esp32_full_payload_run10_attempt01.csv,baseline,27,28.10,5057.000,0.094659189,83.432637788,418.863461249
wifi,all,esp32_full_payload_run10_attempt01.csv,idle,11,13.72,2008.000,0.095981718,84.598288663,424.715470403
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_2,2,2.00,227.000,0.096026700,84.637934738,424.914508725
wifi,all,esp32_full_payload_run10_attempt01.csv,idle,6,5.75,1000.000,0.096990933,85.487790718,429.181107827
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_2+idle,8,7.92,1231.000,0.096749875,85.275326723,428.114458051
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_4,4,4.78,562.000,0.096987300,85.484588371,429.165030830
wifi,all,esp32_full_payload_run10_attempt01.csv,idle,6,1.07,1003.000,0.097511400,85.946519632,431.484100822
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_4+idle,10,3.14,1569.000,0.097301760,85.761747127,430.556472825
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_8,3,1.00,526.000,0.094824467,83.578310317,419.594792550
wifi,all,esp32_full_payload_run10_attempt01.csv,idle,7,6.63,999.000,0.096643743,85.181783975,427.644838002
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_8+idle,10,8.38,1528.000,0.096097960,84.700741877,425.229824367
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_16,4,1.00,673.000,0.097672325,86.088355709,432.196171684
wifi,all,esp32_full_payload_run10_attempt01.csv,idle,6,1.00,997.000,0.096804633,85.323589623,428.356756101
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_16+idle,10,2.56,1674.000,0.097151710,85.629496058,429.892522334
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_32,3,1.00,492.000,0.097603500,86.027694730,431.891630580
wifi,all,esp32_full_payload_run10_attempt01.csv,idle,6,1.00,1002.000,0.096869317,85.380600220,428.642970902
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_32+idle,9,3.00,1496.000,0.097114044,85.596298390,429.725857462
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_64,4,1.00,527.000,0.097424275,85.869729399,431.098584750
wifi,all,esp32_full_payload_run10_attempt01.csv,idle,6,1.00,1000.000,0.096984933,85.482502438,429.154558657
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_64+idle,10,3.68,1530.000,0.097160670,85.637393222,429.932169094
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_128,4,1.00,635.000,0.097881300,86.272542095,433.120857148
wifi,all,esp32_full_payload_run10_attempt01.csv,idle,6,1.00,997.000,0.096743383,85.269605098,428.085733325
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_128+idle,10,3.25,1634.000,0.097198550,85.670779897,430.099782854
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_256,3,1.00,445.000,0.096886000,85.395304576,428.716792344
wifi,all,esp32_full_payload_run10_attempt01.csv,idle,6,1.44,997.000,0.097345600,85.800386827,430.750458760
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_256+idle,9,3.19,1445.000,0.097192400,85.665359410,430.072569955
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_512,4,1.00,632.000,0.097197575,85.669920551,430.095468614
wifi,all,esp32_full_payload_run10_attempt01.csv,idle,5,1.05,1000.000,0.097180600,85.654959126,430.020356587
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_512+idle,9,4.06,1641.000,0.097188144,85.661608648,430.053739710
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_1024,5,1.44,618.000,0.098900740,87.171056128,437.631738111
wifi,all,esp32_full_payload_run10_attempt01.csv,idle,6,1.00,1003.000,0.097622250,86.044220605,431.974596736
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_1024+idle,11,2.60,1628.000,0.098203382,86.556418570,434.546024634
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_2048,4,1.00,736.000,0.099594550,87.782566389,440.701751375
wifi,all,esp32_full_payload_run10_attempt01.csv,idle,7,1.00,1000.000,0.097644871,86.064158680,432.074693428
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_2048+idle,11,1.81,1742.000,0.098353845,86.689034211,435.211805409
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_4096,5,1.16,972.000,0.101497820,89.460070511,449.123457814
wifi,all,esp32_full_payload_run10_attempt01.csv,idle,6,2.14,1000.000,0.099125750,87.369375443,438.627376232
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_4096+idle,11,3.39,1975.000,0.100203964,88.319691383,443.398322406
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_8192,9,1.22,1600.000,0.102426444,90.278541529,453.232492509
wifi,all,esp32_full_payload_run10_attempt01.csv,idle,6,3.90,1002.000,0.100802483,88.847214676,446.046689262
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_8192+idle,15,6.71,2605.000,0.101776860,89.706010788,450.358171210
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_16384,14,1.36,2631.000,0.104791157,92.362752019,463.696019049
wifi,all,esp32_full_payload_run10_attempt01.csv,idle,5,1.00,998.000,0.105307340,92.817705268,465.980056780
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_16384+idle,19,12.63,3638.000,0.104926995,92.482476558,464.297081610
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_32768,25,5.71,4715.000,0.107751660,94.972080042,476.795834616
wifi,all,esp32_full_payload_run10_attempt01.csv,idle,6,1.31,998.000,0.104476050,92.085022884,462.301713536
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_32768+idle,31,6.66,5716.000,0.107117671,94.413294785,473.990520859
wifi,all,esp32_full_payload_run10_attempt01.csv,tx_65536,44,6.16,8957.000,0.108641345,95.756231012,480.732569668
wifi,all,esp32_full_payload_run11_attempt01.csv,baseline,27,30.08,5047.000,0.094651870,83.426187392,418.831077817
wifi,all,esp32_full_payload_run11_attempt01.csv,idle,6,7.17,996.000,0.096737167,85.264125852,428.058225435
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_1,1,1.00,0.000,0.095600700,84.262466856,423.029517661
wifi,all,esp32_full_payload_run11_attempt01.csv,idle,6,2.69,996.000,0.094971850,83.708211040,420.246943410
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_1+idle,7,1.96,999.000,0.095061686,83.787390442,420.644454018
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_2,3,1.00,467.000,0.099030267,87.285218342,438.204875692
wifi,all,esp32_full_payload_run11_attempt01.csv,idle,6,7.07,1000.000,0.096570600,85.117317323,427.321190979
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_2+idle,9,3.30,1469.000,0.097390489,85.839950996,430.949085883
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_4,4,9.52,633.000,0.098460000,86.782596704,435.681524586
wifi,all,esp32_full_payload_run11_attempt01.csv,idle,6,10.92,1001.000,0.095129217,83.846910873,420.943269139
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_4+idle,10,8.41,1637.000,0.096461530,85.021185206,426.838571318
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_8,3,1.00,323.000,0.098336300,86.673569998,435.134169200
wifi,all,esp32_full_payload_run11_attempt01.csv,idle,6,1.00,1003.000,0.096905567,85.412550245,428.803372137
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_8+idle,9,3.93,1328.000,0.097382478,85.832890163,430.913637825
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_16,3,27021597764222972.00,437.000,0.094918933,83.661571348,420.012794481
wifi,all,esp32_full_payload_run11_attempt01.csv,idle,6,8.50,998.000,0.096728433,85.256428467,428.019581643
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_16+idle,9,10.93,1438.000,0.096125267,84.724809427,425.350652589
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_32,4,1.00,624.000,0.096197925,84.788849029,425.672155662
wifi,all,esp32_full_payload_run11_attempt01.csv,idle,6,1.54,1000.000,0.097084017,85.569832507,429.592988699
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_32+idle,10,3.32,1626.000,0.096729580,85.257439116,428.024655484
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_64,10,8.81,1756.000,0.095967930,84.586136035,424.654459606
wifi,all,esp32_full_payload_run11_attempt01.csv,idle,6,8.90,1002.000,0.094712267,83.479419480,419.098323073
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_64+idle,16,12.59,2761.000,0.095497056,84.171117327,422.570908406
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_128,3,1.00,427.000,0.098756267,87.043720220,436.992463599
wifi,all,esp32_full_payload_run11_attempt01.csv,idle,6,1.00,996.000,0.096608933,85.151103556,427.490810675
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_128+idle,9,4.16,1431.000,0.097324711,85.781975778,430.658028316
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_256,4,1.00,529.000,0.098228025,86.578138578,434.655067304
wifi,all,esp32_full_payload_run11_attempt01.csv,idle,6,1.00,1005.000,0.096651667,85.188767862,427.679899763
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_256+idle,10,2.76,1537.000,0.097282210,85.744516148,430.469966780
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_512,4,1.00,527.000,0.100091550,88.220612252,442.900907617
wifi,all,esp32_full_payload_run11_attempt01.csv,idle,6,1.25,1000.000,0.098427533,86.753981233,435.537864078
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_512+idle,10,2.52,1531.000,0.099093140,87.340633641,438.483081494
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_1024,7,4.23,1256.000,0.097754043,86.160380194,432.557761896
wifi,all,esp32_full_payload_run11_attempt01.csv,idle,6,9.28,1000.000,0.094850450,83.601211507,419.709765206
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_1024+idle,13,5.90,2259.000,0.096413923,84.979225416,426.627917270
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_2048,6,3.89,1028.000,0.098897967,87.168611767,437.619466495
wifi,all,esp32_full_payload_run11_attempt01.csv,idle,6,10.25,999.000,0.094796233,83.553426021,419.469863956
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_2048+idle,12,4.53,2029.000,0.096847100,85.361018894,428.544665226
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_4096,6,3.98,1039.000,0.100887650,88.922278874,446.423539979
wifi,all,esp32_full_payload_run11_attempt01.csv,idle,6,1.00,999.000,0.094797083,83.554175194,419.473625089
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_4096+idle,12,3.08,2042.000,0.097842367,86.238227034,432.948582534
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_8192,7,1.49,1254.000,0.103488086,91.214250916,457.930108253
wifi,all,esp32_full_payload_run11_attempt01.csv,idle,6,1.00,997.000,0.098755217,87.042794771,436.987817494
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_8192+idle,13,2.09,2254.000,0.101303685,89.288963465,448.264435595
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_16384,14,1.57,2480.000,0.103929371,91.603191322,459.882736489
wifi,all,esp32_full_payload_run11_attempt01.csv,idle,6,2.47,1002.000,0.098957017,87.220657256,437.880754576
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_16384+idle,20,3.87,3485.000,0.102437665,90.288431102,453.282141915
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_32768,23,2.97,4326.000,0.105564283,93.044169346,467.116992276
wifi,all,esp32_full_payload_run11_attempt01.csv,idle,5,1.00,998.000,0.097454060,85.895981302,431.230379255
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_32768+idle,28,2.36,5328.000,0.104116029,91.767707195,460.708668522
wifi,all,esp32_full_payload_run11_attempt01.csv,tx_65536,44,9.19,8485.000,0.105548077,93.029886287,467.045285906
wifi,all,esp32_full_payload_run12_attempt01.csv,baseline,26,27.71,5056.000,0.094873035,83.621117136,419.809699004
wifi,all,esp32_full_payload_run12_attempt01.csv,idle,11,13.86,2004.000,0.095791273,84.430433847,423.872775614
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_2,3,1.00,290.000,0.098738333,87.027914139,436.913111080
wifi,all,esp32_full_payload_run12_attempt01.csv,idle,5,1.00,1002.000,0.096953620,85.454903492,429.016001489
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_2+idle,8,3.73,1296.000,0.097622887,86.044782485,431.977417586
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_4,7,4.17,1242.000,0.096480414,85.037829437,426.922131670
wifi,all,esp32_full_payload_run12_attempt01.csv,idle,7,6.36,1001.000,0.094812429,83.567700180,419.541525644
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_4+idle,14,6.25,2245.000,0.095646421,84.302764809,423.231828657
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_8,3,1.00,424.000,0.098993700,87.252989213,438.043073251
wifi,all,esp32_full_payload_run12_attempt01.csv,idle,6,1.00,998.000,0.095997600,84.612286580,424.785745251
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_8+idle,9,2.61,1430.000,0.096996300,85.492520791,429.204854584
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_16,3,1.00,431.000,0.098329900,86.667929166,435.105850085
wifi,all,esp32_full_payload_run12_attempt01.csv,idle,6,1.00,999.000,0.096879017,85.389149606,428.685892060
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_16+idle,9,3.68,1433.000,0.097362644,85.815409459,430.825878069
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_32,3,54043195528445952.00,451.000,0.094744200,83.507564882,419.239623655
wifi,all,esp32_full_payload_run12_attempt01.csv,idle,7,9.08,1002.000,0.096404371,84.970806784,426.585652547
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_32+idle,10,11.42,1476.000,0.095906320,84.531834213,424.381843879
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_64,3,1.00,507.000,0.096406933,84.973064795,426.596988621
wifi,all,esp32_full_payload_run12_attempt01.csv,idle,6,3.26,991.000,0.097133200,85.613181714,429.810618145
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_64+idle,9,5.00,1501.000,0.096891111,85.399809408,428.739408304
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_128,4,1.00,602.000,0.097166275,85.642333357,429.956970444
wifi,all,esp32_full_payload_run12_attempt01.csv,idle,6,1.00,1002.000,0.097276533,85.739512848,430.444848315
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_128+idle,10,3.11,1607.000,0.097232430,85.700641052,430.249697167
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_256,6,9.44,1043.000,0.096620400,85.161210047,427.541549089
wifi,all,esp32_full_payload_run12_attempt01.csv,idle,6,42.84,996.000,0.095570733,84.236054835,422.896919307
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_256+idle,12,15.14,2042.000,0.096095567,84.698632441,425.219234198
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_512,3,1.00,323.000,0.100435633,88.523880422,444.423428764
wifi,all,esp32_full_payload_run12_attempt01.csv,idle,6,1.00,1003.000,0.097443917,85.887041171,431.185496408
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_512+idle,9,3.92,1329.000,0.098441156,86.765987588,435.598140527
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_1024,5,2.81,736.000,0.098364500,86.698424914,435.258950298
wifi,all,esp32_full_payload_run12_attempt01.csv,idle,5,1.00,1002.000,0.096157520,84.753236870,425.493369127
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_1024+idle,10,4.46,1741.000,0.097261010,85.725830892,430.376159713
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_2048,7,3.50,1343.000,0.098539457,86.852628641,436.033111451
wifi,all,esp32_full_payload_run12_attempt01.csv,idle,6,9.68,1000.000,0.094900317,83.645162990,419.930418307
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_2048+idle,13,4.58,2345.000,0.096859854,85.372259879,428.601099230
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_4096,5,1.28,838.000,0.101759080,89.690339851,450.279497170
wifi,all,esp32_full_payload_run12_attempt01.csv,idle,6,1.00,1004.000,0.098024950,86.399152333,433.756488524
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_4096+idle,11,2.32,1845.000,0.099722282,87.895146660,441.266946999
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_8192,7,1.61,1542.000,0.102921114,90.714533636,455.421338120
wifi,all,esp32_full_payload_run12_attempt01.csv,idle,6,1.98,1002.000,0.098160500,86.518623393,434.356278521
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_8192+idle,13,2.72,2546.000,0.100723908,88.777959678,445.699002921
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_16384,16,2.28,2901.000,0.102653144,90.478349764,454.235605573
wifi,all,esp32_full_payload_run12_attempt01.csv,idle,5,8.98,996.000,0.096669680,85.204644454,427.759606271
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_16384+idle,21,3.70,3901.000,0.101228510,89.222705642,447.931796215
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_32768,24,3.30,4540.000,0.104467963,92.077894723,462.265927467
wifi,all,esp32_full_payload_run12_attempt01.csv,idle,6,7.49,998.000,0.096837933,85.352939577,428.504103994
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_32768+idle,30,4.23,5542.000,0.102941957,90.732903694,455.513562773
wifi,all,esp32_full_payload_run12_attempt01.csv,tx_65536,43,32.49,8386.000,0.105917000,93.355047402,468.677717935
wifi,all,esp32_full_payload_run13_attempt01.csv,baseline,27,32.58,5055.000,0.094501181,83.293373219,418.164300331
wifi,all,esp32_full_payload_run13_attempt01.csv,idle,12,4.91,2018.000,0.095749825,84.393902649,423.689375155
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_2,2,2.00,236.000,0.098475150,86.795949611,435.748561240
wifi,all,esp32_full_payload_run13_attempt01.csv,idle,6,1.56,996.000,0.097188483,85.661907338,430.055239246
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_2+idle,8,3.36,1237.000,0.097510150,85.945417907,431.478569745
wifi,all,esp32_full_payload_run13_attempt01.csv,tx_4,5,8.70,836.000,0.096960140,85.460650090,429.044851587
